iter	Logloss
585	0.3717680036
586	0.3717678277
587	0.3715945728
588	0.3714778583
589	0.3713613049
590	0.3712821397
591	0.3711221327
592	0.3711049083
593	0.3710224066
594	0.3709856403
595	0.3709207419
596	0.3708359302
597	0.3707214727
598	0.3706262743
599	0.3706121695
600	0.3705272622
601	0.370433406
602	0.3703963652
603	0.370360248
604	0.3702594411
605	0.3702475663
606	0.37020195
607	0.3701073053
608	0.3700821241
609	0.3700025473
610	0.3698806606
611	0.3697212804
612	0.3695974453
613	0.3695578447
614	0.3694082691
615	0.3693702952
616	0.3693313442
617	0.3692088027
618	0.3691676266
619	0.3690976549
620	0.3690182296
621	0.3689486301
622	0.3688024287
623	0.3686905763
624	0.3686017918
625	0.368576563
626	0.3684223965
627	0.3683275516
628	0.3682227274
629	0.3681887117
630	0.3681787042
631	0.3680349912
632	0.3678926592
633	0.3678769009
634	0.3677749671
635	0.3676435266
636	0.3675357641
637	0.3674388827
638	0.3673553095
639	0.3673282832
640	0.3672454566
641	0.3670815492
642	0.3670407543
643	0.3668881455
644	0.3668678753
645	0.3667706326
646	0.366623784
647	0.3664787355
648	0.36630453
649	0.3661513479
650	0.3661350125
651	0.3660869268
652	0.3660736231
653	0.3660454976
654	0.3658973366
655	0.3658095826
656	0.3656630195
657	0.365488795
658	0.3654167656
659	0.3653250885
660	0.3652966281
661	0.3652816182
662	0.3652226735
663	0.3652198927
664	0.3649941705
665	0.364890826
666	0.364808851
667	0.3647466811
668	0.3646709239
669	0.3646117617
670	0.3645298524
671	0.3645025303
672	0.3644591838
673	0.3644056713
674	0.3643730126
675	0.364345861
676	0.3641804636
677	0.364063936
678	0.3640379696
679	0.3640128637
680	0.3638280504
681	0.3637193239
682	0.363634162
683	0.3635868883
684	0.3635442129
685	0.3634782134
686	0.3633960774
687	0.363372912
688	0.3633509907
689	0.3632596392
690	0.363152176
691	0.3630948351
692	0.3629289491
693	0.3627310457
694	0.3625712647
695	0.3624482084
696	0.3623775497
697	0.3622573207
698	0.3621833665
699	0.3619294981
700	0.3618594961
701	0.3616917371
702	0.3616628228
703	0.3615489482
704	0.3615272369
705	0.3613625503
706	0.3612487159
707	0.3612357959
708	0.3611429981
709	0.3610198131
710	0.360893655
711	0.3608805618
712	0.3608629975
713	0.3607524439
714	0.3607245579
715	0.3607040236
716	0.3605665832
717	0.3604148316
718	0.3603909223
719	0.3601910883
720	0.3600459034
721	0.3600118383
722	0.3599540951
723	0.3599240056
724	0.3598857144
725	0.3598364309
726	0.3598283569
727	0.3597352805
728	0.3596858665
729	0.3596619148
730	0.3594895278
731	0.359432324
732	0.3594157131
733	0.3593090027
734	0.3591797207
735	0.3590716722
736	0.3590654442
737	0.3589904964
738	0.3588717748
739	0.3587147442
740	0.3585781857
741	0.3585244167
742	0.3584264573
743	0.3584066932
744	0.3582334027
745	0.3581266199
746	0.3579786883
747	0.3577789745
748	0.3577581351
749	0.3576833633
750	0.3574977131
751	0.3574486307
752	0.3573465741
753	0.3573323099
754	0.3571842885
755	0.3569793584
756	0.3569022216
757	0.3568687751
758	0.356771183
759	0.3567649818
760	0.3566718079
761	0.3566329857
762	0.3565117432
763	0.3563957893
764	0.3563387955
765	0.3563155085
766	0.3561939553
767	0.3560410024
768	0.3559652282
769	0.3558317351
770	0.3557915579
771	0.355757171
772	0.3557418989
773	0.3556366834
774	0.355519156
775	0.3554338962
776	0.3553385443
777	0.3551933169
778	0.3551451881
779	0.3550890082
780	0.354940667
781	0.3548309153
782	0.3547931615
783	0.3547070201
784	0.3546223704
785	0.3545247179
786	0.3544983558
787	0.3543617221
788	0.3542729019
789	0.3541804531
790	0.3541695474
791	0.3540743989
792	0.3539739432
793	0.3538314794
794	0.353714111
795	0.3536047728
796	0.3535071951
797	0.3534519254
798	0.3533936206
799	0.3532915832
800	0.3532080406
801	0.3530979516
802	0.3530181258
803	0.3529674855
804	0.3527951396
805	0.3526899059
806	0.3525883006
807	0.3525254199
808	0.3524569776
809	0.3523753979
810	0.35232099
811	0.352230545
812	0.3521859921
813	0.3520537384
814	0.3520215709
815	0.3518145232
816	0.351729179
817	0.3516480746
818	0.3516298403
819	0.3516032282
820	0.351430809
821	0.3513429652
822	0.3511958847
823	0.3511012574
824	0.3510525951
825	0.3509074737
826	0.3507684818
827	0.3507297416
828	0.3506969178
829	0.3506209177
830	0.3504863001
831	0.3503931507
832	0.3503742123
833	0.3502257064
834	0.3501112703
835	0.3500623925
836	0.3499965769
837	0.3499734441
838	0.3499474724
839	0.3498171906
840	0.3497493845
841	0.3497184523
842	0.3496882557
843	0.349666755
844	0.3495379956
845	0.3495330282
846	0.3494519735
847	0.3492266034
848	0.3490721272
849	0.3489551029
850	0.3488250129
851	0.348696403
852	0.3486335128
853	0.348580336
854	0.3484830977
855	0.3484142372
856	0.3482973656
857	0.3482836474
858	0.3481904544
859	0.3480715417
860	0.3479232487
861	0.3479013541
862	0.3477005945
863	0.3476147263
864	0.3474925445
865	0.3474196093
866	0.3473113953
867	0.3471208324
868	0.3469905117
869	0.3468098743
870	0.3465821161
871	0.3464998738
872	0.3463855193
873	0.3461168997
874	0.3460000069
875	0.3458938221
876	0.3458853331
877	0.3458656741
878	0.3457764819
879	0.3456966973
880	0.3456403396
881	0.345584968
882	0.3454055002
883	0.3452943885
884	0.3451793818
885	0.3450023746
886	0.344819672
887	0.3447346149
888	0.3446752682
889	0.3446113632
890	0.3445145772
891	0.3445029169
892	0.3444241442
893	0.3443032488
894	0.3442677104
895	0.3441660264
896	0.3441341605
897	0.3440760775
898	0.3439233999
899	0.3437702767
900	0.3436276412
901	0.343590421
902	0.3434509141
903	0.3433326548
904	0.3432137114
905	0.3430367519
906	0.3429927683
907	0.342974387
908	0.3429222657
909	0.3428027373
910	0.342727583
911	0.3426295696
912	0.3424843928
913	0.3423895944
914	0.3423620066
915	0.3423310783
916	0.342299828
917	0.342179087
918	0.3421546555
919	0.3421259889
920	0.3420333688
921	0.3420018936
922	0.3419943838
923	0.3418878151
924	0.3418717564
925	0.3418447846
926	0.341817113
927	0.341671226
928	0.3416181186
929	0.3415862953
930	0.3415118397
931	0.3414645592
932	0.3412767249
933	0.341079454
934	0.3408983656
935	0.3408437422
936	0.3407464331
937	0.3405440874
938	0.3405278018
939	0.3404278523
940	0.3403679311
941	0.340283969
942	0.3401685597
943	0.3401198152
944	0.3400077067
945	0.3398167003
946	0.3396762777
947	0.3396482497
948	0.3395672699
949	0.339498749
950	0.3394870982
951	0.3394482359
952	0.3394012001
953	0.3392979198
954	0.3391682713
955	0.339048422
956	0.3389829043
957	0.3388739482
958	0.3387875916
959	0.3386888177
960	0.3386290717
961	0.3385229511
962	0.3384508211
963	0.338346616
964	0.3383153053
965	0.3381786467
966	0.3380765468
967	0.3380746701
968	0.3380614167
969	0.3379490802
970	0.337923191
971	0.3379054698
972	0.3378454116
973	0.3378341543
974	0.3377453573
975	0.3376800155
976	0.3375954397
977	0.3375718213
978	0.3375081239
979	0.3373774035
980	0.3373577322
981	0.337323049
982	0.3372834886
983	0.337241185
984	0.3371692328
985	0.337104604
986	0.3369227046
987	0.3368608187
988	0.3367657114
989	0.336731941
990	0.3366509219
991	0.3366008584
992	0.3365682797
993	0.3364344811
994	0.3362431704
995	0.3362105271
996	0.3361564676
997	0.3361397777
998	0.3361119555
999	0.3360546909
